adr_inter,adresse,adrzus_int,behindertenparkplatz,bemerkung,ccmail,da,datum,datum_cms,dep,editor,erforderlichedokumente,fax,hausnummer,hindernisfreiheit,infrastruktur,isbetriebsferien_gebaeude,isbetriebsferien_schalter,kategorie,mail,name,namenzus,objectid,oeffnungszeiten_gebaeude_di,oeffnungszeiten_gebaeude_do,oeffnungszeiten_gebaeude_fr,oeffnungszeiten_gebaeude_mi,oeffnungszeiten_gebaeude_mo,oeffnungszeiten_gebaeude_sa,oeffnungszeiten_gebaeude_so,oeffnungszeiten_schalter_di,oeffnungszeiten_schalter_do,oeffnungszeiten_schalter_fr,oeffnungszeiten_schalter_mi,oeffnungszeiten_schalter_mo,oeffnungszeiten_schalter_sa,oeffnungszeiten_schalter_so,ort,plz,poi_id,postadresse,publish_internet,strasse,suchen,tel,tel2,www,zahlungsmittel_internet,zahlungsmittel_schalter,zahlungsmittel_telefon,zvv_label,zvv_link,typ,kreis,standort,oeffnungsz,gebuehren,kommentar,geometry,latitude,longitude
,Gleisbogen 40,Gleisbogen 40,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,40,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Pfingstweid (rollstuhlgängig mit Eurokey),,8345,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8005,wcr3629,,1,Gleisbogen,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Gleisbogen 40,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Gleisbogen 40,,5,Pfingstweid Park am Rande der Wiese.,"Multifunktions-WC 24 h, Behinderten-WC mit Eurokey 24h, mit Gebühr Fr. 1.-- 06.00-22.00 Uhr","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis",Multifunktions- und Behinderten WC am Pfingstweid Park.,POINT Z (2681083 1249175 0),47.3883669,8.5127328
,Stampfenbachstrasse 130,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,130,0_,";Zugänglich während der Öffnungszeiten der Grünanlage._Nachts ist diese geschlossen._Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis._Wickeltisch_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Beckenhof (Rollstuhlgängig mit Eurokey),,8356,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8006,wcr2251,,1,Stampfenbachstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Stampfenbachstrasse 130,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Stampfenbachstrasse 130,,6,"Im Beckenhofpark, Stampfenbachstrasse 130",Nachts geschlossen.,"Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis","Multifunktions- und Behinderten WC. Das WC befindet sich im Park, welcher nachts geschlossen wird.",POINT Z (2683169 1248877 0),47.3854893,8.5401337
,Witikonerstrasse 299a,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,299a,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Witikon Zentrum (rollstuhlgängig mit EuroKey),,8389,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8053,wcr2252,,1,Witikonerstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Witikonerstrasse 299a,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Witikonerstrasse 299a,,7,Witikonerstrasse beim Einkaufszentrum Witikon,"MF-WC 24 h, Behinderten-WC mit Eurokey 24h, mit Gebühr Fr. 1.-- 06.00-22.00 Uhr","Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis","Multifunktions- und Behinderten-WC, Wickeltisch. ",POINT Z (2686719 1245918 0),47.3584392,8.5865349
,Bucheggplatz 1,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,1,0_,";Geöffnet 24h_Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Bucheggplatz (rollstuhlgängig mit EuroKey),,9739,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8057,wcr052,,1,Bucheggplatz,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Bucheggplatz 1,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Bucheggplatz 1,,6,"Bucheggplatz 1 / Im Kioskgebäude, hinten.",24 h,"Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis.","Damen- und Herren WC, eine rollstuhlgängige Kabine, Pissoir.",POINT Z (2682615 1250270 0),47.398078,8.5329778
,Molkenstrasse 5,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,5,1_,;NULL,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Helvetiaplatz,Behinderten-WC,9764,n.a.,n.a.,n.a.,n.a.,n.a.,closed,closed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8004,wcr7319,,1,Molkenstrasse,"WC, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Molkenstrasse 5,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Molkenstrasse 5,,4,Helvetiaplatz Amtshaus,05:00 -20:00 mit Eurokey 24h,"Fr. 1.-, Eurokey Gratis","BF, Behinderten-WC",POINT Z (2682230 1247837 0),47.3762519,8.5273135
,Klausstrasse 2,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,2,0_,;Geöffnet während der Öffnungszeiten des Restaurants._Gebührenfrei._Behinderten-WC (Fr. 1.-- oder Eurokey) 24 h.,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Hafen Riesbach (rollstuhlgängig mit EuroKey),,9802,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8008,wcr065,,1,Klausstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Klausstrasse 2,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich%2C%20Klausstrasse%202,,8,Klausstrasse 2 / an der Uferpromenade,Während der Öffnungszeiten des Restaurants. Behinderten-WC 24h,"Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis","Damen- und Herren WC, Pissoir, Behinderten-WC, Wickeltisch. Das 2017 umgebaute WC ist bei schönem Wetter sehr stark frequentiert. Es ist auch das Gäste-WC des Restaurant Kiosk.",POINT Z (2683799 1245856 0),47.3581856,8.5478709
,Albisstrasse 45,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,45,0_,";Geöffnet 24h, Gebühr Fr. 1.-- oder Eurokey",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Morgental (rollstuhlgängig mit Eurokey),,10110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8002,wcr008,,1,Albisstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Albisstrasse 45,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Albisstrasse 45,,2,Albisstrasse bei 49 / vor der Kirche,24 h,Fr. 1.-- oder Eurokey,"Selbstreinigender WC Automat für Damen und Herren. Rollstuhlgängig mit automatischer Türe, Wickeltisch.",POINT Z (2682511 1244192 0),47.231526388195554,8.526613247992861
,Platzpromenade 1,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,1,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Platzspitz - Walchebrücke (rollstuhlgängig mit EuroKey).,,10117,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8001,wcr004,,1,Platzpromenade,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Platzpromenade 1,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Platzpromenade 1,,1,Walchebrücke beim Eingang in den Platzspitz-Park,24 h / Behinderten WC von 06.00-22.00,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC, Wickeltisch. Am Eingang zum Park bei der Schifflände des Limmatschiffs.",POINT Z (2683290 1248144 0),47.3788439,8.5415708
,Lindenhofstrasse 2,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,2,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_Das WC liegt an einer steilen Gasse._",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Urania (rollstuhlgängig mit Eurokey),,10118,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8001,wcr013,,1,Lindenhofstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Lindenhofstrasse 2,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Lindenhofstrasse 2,,1,Lindenhofstrasse 2,24 h,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","2 Multifunktions- und ein Behinderten WC, Wickeltisch. An steile Gasse gelegen.",POINT Z (2683243 1247542 0),47.3734586,8.5408749
,Bahnhofpassage 52u,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,52u,0_,";Anlage mit Personal_Geöffnet 06.30-21.45_Behinderten-WC während Öffnungszeiten ShopVille_Gebühr Fr. 1.--, Dusche Fr. 10.--",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Shopville (rollstuhlgängig mit EuroKey),,10158,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8001,wcr002,,1,Bahnhofpassage,"Toilette, Toiletten",+41 44 412 43 65,+41 44 211 66 74,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Bahnhofpassage 52u,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Bahnhofpassage 52u,,1,Bahnhofpassage 52u / Im Shopville zwischen den Tramhaltestellen Bahnhofquai und Bahnhofstrasse,06.30 - 21.45 Uhr. Behinderten-WC während der Öffnung der Passage.,Fr. 1.-- oder Eurokey,"Bediente Anlage. Damen- und Herren WC, Behinderten WC, Dusche, Wickeltisch, Verkauf von Hygieneartikeln. ",POINT Z (2683265 1247953 0),47.3775091,8.5401738
,Hüttenkopfstrasse 85 (erst.),,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,85,"1_ZüriWC. Nebenan liegt die Waldhütte der Hubgenossenschaft Schwamendingen, die gemietet werden kann.",Behinderten-WC;ZüriWC. ,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Ziegelhütte,,10168,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8051,wcr7280,,1,Hüttenkopfstrasse,"WC, Toilette",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Hüttenkopfstrasse 85 (erst.),https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C H%C3%BCttenkopfstrasse 85,,11,Spielplatz Ziegelhütte,24h,"Behinderten-WC Fr. 1/Eurokey, Multifunktions-WC gratis",1 Behinderten- und ein Multifunktions-WC.,POINT Z (2685712 1250362 0),47.3985134,8.5740721
,Bertastrasse 56 (erst.),,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,56,1_ZüriWC,Behinderten-WC;ZüriWC,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Aemtlerwiese (rollstuhlgängig mit EuroKey),,10169,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8003,wcr7281,,1,Bertastrasse,"WC, Toilette",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Bertastrasse 56 (erst.),https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Bertastrasse 56,,3,Aemtlerwiese,24h,"Behinderten-WC Fr. 1.-/Eurokey, MF-WC gratis",1 Behinderten- und ein Multifunktiuons-WC,POINT Z (2681031 1247547 0),47.3736696,8.5115192
,Hardstrasse 189,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,189,0_,";In der Bahnhofshalle beim Kiosk._Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Bahnhof Hardbrücke (rollstuhlgängig mit EuroKey),,10206,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8005,wcr037,,1,Hardstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Hardstrasse 189,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Hardstrasse 189,,5,Hardstrasse 189/ Im UG des Bahnhofs beim Kiosk,Während der Öffnungszeiten des Bahnhofs. Am Wochenende 24h,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis.","Multifunktions- und Behinderten WC, Wickeltisch. ",POINT Z (2681424 1248838 0),47.38614012397281,8.517562580179078
,Agnesstrasse 30,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,30,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis_Zufahrt mit Rollstuhl erschwert wegen Kies._",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Bullingerwiese (rollstuhlgängig mit EuroKey),,10207,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8004,wcr038,,1,Agnesstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Agnesstrasse 30,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Agnesstrasse 30,,4,Agnesstrasse 30 / Im Hof der Überbauung Bullingerhof,24 h,"MF-WC 24 h, Behinderten-WC mit Eurokey 24h, mit Gebühr Fr. 1-- von 06.00-22.00 Uhr",Multifunktions- und Behinderten WC. Zufahrt mit Rollstuhl wegen Kies erschwert. Wickeltisch vorhanden.,POINT Z (2681190 1248077 0),47.37856,8.5138042
,Nansenstrasse 17,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,17,0_,";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Oerlikon Marktplatz (rollstuhlgängig mit EuroKey),,10247,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8050,wcr089,,1,Nansenstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Nansenstrasse 17,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Nansenstrasse 17,,11,Nansenstrasse 17 / Auf dem Marktplatz,24 h,Fr. 1.-- oder Eurokey,"3 Multifunktions-WC, Behinderten-WC, Wickeltisch. Direkt am Marktplatz gelegen, stark frequentiert.",POINT Z (2683440 1251671 0),47.4105673,8.5442147
,Schaffhauserstrasse 503,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,503,0_,";Geöffnet 24h, Gebühr Fr. 1.-- oder Eurokey",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Seebach (rollstuhlgängig mit EuroKey),,10248,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8052,wcr090,,1,Schaffhauserstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Schaffhauserstrasse 503,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Schaffhauserstrasse 503,,11,Schaffhauserstrasse 503 Endstation VBZ Linie 14.,24h,Fr. 1.-- oder Eurokey,"Selbstreinigender WC Automat für Damen- und Herren. Rollstuhlgängig mit automatischer Türe, Wickeltisch.",POINT Z (2683837 1252919 0),47.42163784162875,8.549800060082966
,Regensdorferstrasse 187,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,187,1_,;Geöffnet 24h. Gebührenfrei,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Rütihof (rollstuhlgängig mit EuroKey),,10259,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8049,wcr7399,,1,Regensdorferstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Regensdorferstrasse 187,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Regensdorferstrasse 187,nicht rollstuhlgängig,10,"Rütihof, Endhaltestelle Heizenholz","06:00-22:00 Uhr, Eurokey 24h",06:00-22:00 Gratis. Nachts 1.- oder Eurokey,Behindertengerechte Toilette,POINT Z (2678870 1251777 0),47.412257444926574,8.483638976100789
,Dübendorfstrasse 475,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,475,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Stettbach (rollstuhlgängig mit EuroKey),,10301,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8051,wcr094,,1,Dübendorfstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Dübendorfstrasse 475,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C D%C3%BCbendorfstrasse 475,,12,Dübendorfstr. 475 / Endstation Tram 7 und 12,24 h,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","2 Multifunktions- und ein Behinderten WC, Wickeltisch.",POINT Z (2687393 1250245 0),47.397322,8.5964063
,Waidbadstrasse 153,,,"Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr.<BR>Behinderten-WC (Fr. 1.-- oder Eurokey)<BR>Zugänglichkeit Rollstuhl durch Naturoberfläche (Kies, Rasen) eingeschränkt.",,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,153,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_MF-WC nur März-Nov.",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Waidberg - Waldwiese (rollstuhlgängig mit EuroKey),,10302,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8037,wcr083,,1,Waidbadstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Waidbadstrasse 153,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Waidbadstrasse 153,,10,"Waidbadstrasse 153, Spiel- und Grillplatz","Behinderten-WC ganzjährig 24 Stunden geöffnet (mit Gebühr oder Eurokey). Multifunktions-WC 24 Stunden, von März bis November.","Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis). Im Winter ist nur das Behinderten WC mit Gebühr oder Eurokey zugänglich.",Zugänglichkeit mit Rollstuhl durch Kies und Rasen erschwert.,POINT Z (2681298 1250809 0),47.40320543925388,8.516288648449136
,Werdinsel 10,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,10,0_,;Geöffnet 24 h. Gebührenfrei,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Werdinsel (rollstuhlgängig ohne EuroKey),,10303,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8049,wcr085,,1,Werdinsel,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Werdinsel 10,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Werdinsel 10,,10,Werdinsel 10 / Pumpenhaus.,24 h,Gebührenfrei,"Damen- und Herren WC, rollstuhlgängig, Pissoir. Der Weg ins rollstuhlgängige WC führt über einen Absatz.",POINT Z (2679107 1250551 0),47.4010099,8.486567
,Hofwiesenstrasse 377,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),poiadmin,,,377,0_,;Geöffnet 24h._Gebühr Fr. 1.--. Behinderten-WC nur mit Eurokey,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Bahnhof Oerlikon (rollstuhlgängig mit EuroKey),,10304,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8050,wcr086,,1,Hofwiesenstrasse,"Toilette, Toiletten",+44 41 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Hofwiesenstrasse 377,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Hofwiesenstrasse 377,,11,Hofwiesenstrasse 377,24 h,Gebühr Fr. 1.--. Behinderten-WC nur mit Eurokey,Kombiniertes Damen- und Herren WC im Bahnhof Oerlikon. Stark frequentiert. Behinderten-WC nur mit Eurokey. Ein weiteres WC befindet sich in der neuen Unterführung auf der anderen Seite des Bahnhofs.,POINT Z (2683475 1251791 0),47.4116858,8.544689
